Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergy_score
AZACYTIDINE,THALIDOMIDE,786O,DB00928,DB01041,1.64,1
BLEOMYCIN,TOPOTECAN HYDROCHLORIDE,786O,DB00290,DB01030,1.64,1
CELECOXIB,ZOLEDRONIC ACID,786O,DB00482,DB00399,1.64,1
DOCETAXEL,HYDROXYUREA,786O,DB01248,DB01005,1.64,1
MEGESTROL ACETATE,IMIQUIMOD,786O,DB00351,DB00724,1.66,1
CARMUSTINE,ERLOTINIB HYDROCHLORIDE,786O,DB00262,DB00530,1.67,1
RALOXIFENE,IMIQUIMOD,786O,DB00481,DB00724,1.69,1
PEMETREXED,BORTEZOMIB,786O,DB00642,DB00188,1.71,1
TENIPOSIDE,METHOXSALEN,786O,DB00444,DB00553,1.72,1
VEMURAFENIB,NILOTINIB,786O,DB08881,DB04868,1.74,1
RALOXIFENE,MERCAPTOPURINE,786O,DB00481,DB01033,1.75,1
MITOXANTRONE,METHOXSALEN,786O,DB01204,DB00553,1.75,1
VANDETANIB,IXABEPILONE,786O,DB05294,DB04845,1.76,1
ALLOPURINOL,ARSENIC TRIOXIDE,786O,DB00437,DB01169,1.79,1
RALOXIFENE,FLUDARABINE BASE,786O,DB00481,DB01073,1.79,1
ABIRATERONE,GEFITINIB,786O,DB05812,DB00317,1.8,1
TENIPOSIDE,MITOTANE,786O,DB00444,DB00648,1.8,1
CRIZOTINIB,NILOTINIB,786O,DB08865,DB04868,1.8,1
RUXOLITINIB,ZOLEDRONIC ACID,786O,DB08877,DB00399,1.8,1
MEGESTROL ACETATE,PACLITAXEL,786O,DB00351,DB01229,1.81,1
5-FU,FLUDARABINE BASE,786O,DB00544,DB01073,1.81,1
VEMURAFENIB,THALIDOMIDE,786O,DB08881,DB01041,1.81,1
METHOTREXATE,TAMOXIFEN CITRATE,786O,DB00563,DB00675,1.83,1
NILOTINIB,ALLOPURINOL,786O,DB04868,DB00437,1.85,1
TRETINOIN,ALLOPURINOL,786O,DB00755,DB00437,1.89,1
5-FU,TAMOXIFEN CITRATE,786O,DB00544,DB00675,1.9,1
SUNITINIB,TOPOTECAN HYDROCHLORIDE,786O,DB01268,DB01030,1.91,1
LETROZOLE,FULVESTRANT,786O,DB01006,DB00947,1.92,1
DAUNORUBICIN HYDROCHLORIDE,NILOTINIB,786O,DB00694,DB04868,1.95,1
PEMETREXED,NILOTINIB,786O,DB00642,DB04868,1.95,1
ABIRATERONE,CYTARABINE HYDROCHLORIDE,786O,DB05812,DB00987,1.96,1
DACARBAZINE,DASATINIB,786O,DB00851,DB01254,1.97,1
PAZOPANIB HYDROCHLORIDE,AMIFOSTINE,786O,DB06589,DB01143,1.98,1
SUNITINIB,FULVESTRANT,786O,DB01268,DB00947,1.99,1
NILOTINIB,ZOLEDRONIC ACID,786O,DB04868,DB00399,1.99,1
CABAZITAXEL,ABIRATERONE,786O,DB06772,DB05812,2,1
LETROZOLE,HYDROXYUREA,786O,DB01006,DB01005,2.01,1
ABIRATERONE,AMIFOSTINE,786O,DB05812,DB01143,2.01,1
IMIQUIMOD,TOPOTECAN HYDROCHLORIDE,786O,DB00724,DB01030,2.03,1
MEGESTROL ACETATE,AMIFOSTINE,786O,DB00351,DB01143,2.05,1
ZOLEDRONIC ACID,ALLOPURINOL,786O,DB00399,DB00437,2.05,1
IMIQUIMOD,AMIFOSTINE,786O,DB00724,DB01143,2.05,1
CELECOXIB,AMIFOSTINE,786O,DB00482,DB01143,2.07,1
PAZOPANIB HYDROCHLORIDE,LAPATINIB,786O,DB06589,DB01259,2.1,1
ALLOPURINOL,IXABEPILONE,786O,DB00437,DB04845,2.11,1
TENIPOSIDE,AMIFOSTINE,786O,DB00444,DB01143,2.12,1
TENIPOSIDE,CELECOXIB,786O,DB00444,DB00482,2.12,1
VEMURAFENIB,ARSENIC TRIOXIDE,786O,DB08881,DB01169,2.14,1
VEMURAFENIB,AMIFOSTINE,786O,DB08881,DB01143,2.14,1
5-FU,ANASTROZOLE,786O,DB00544,DB01217,2.15,1
NILOTINIB,LAPATINIB,786O,DB04868,DB01259,2.17,1
TAMOXIFEN CITRATE,PRALATREXATE,786O,DB00675,DB06813,2.19,1
ANASTROZOLE,IXABEPILONE,786O,DB01217,DB04845,2.19,1
MITOXANTRONE,NILOTINIB,786O,DB01204,DB04868,2.19,1
CABAZITAXEL,MITOXANTRONE,786O,DB06772,DB01204,2.2,1
CELECOXIB,FLUDARABINE BASE,786O,DB00482,DB01073,2.23,1
LETROZOLE,IXABEPILONE,786O,DB01006,DB04845,2.23,1
MEGESTROL ACETATE,METHOTREXATE,786O,DB00351,DB00563,2.24,1
DASATINIB,IXABEPILONE,786O,DB01254,DB04845,2.26,1
PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,786O,DB06589,DB00351,2.26,1
METHOXSALEN,CARMUSTINE,786O,DB00553,DB00262,2.27,1
MITOXANTRONE,AMIFOSTINE,786O,DB01204,DB01143,2.27,1
TRETINOIN,IMIQUIMOD,786O,DB00755,DB00724,2.27,1
IXABEPILONE,BORTEZOMIB,786O,DB04845,DB00188,2.28,1
TRETINOIN,AMIFOSTINE,786O,DB00755,DB01143,2.29,1
PAZOPANIB HYDROCHLORIDE,ZOLEDRONIC ACID,786O,DB06589,DB00399,2.29,1
CABAZITAXEL,SUNITINIB,786O,DB06772,DB01268,2.3,1
PEMETREXED,DASATINIB,786O,DB00642,DB01254,2.32,1
LETROZOLE,LAPATINIB,786O,DB01006,DB01259,2.32,1
MITOXANTRONE,TENIPOSIDE,786O,DB01204,DB00444,2.32,1
MEGESTROL ACETATE,5-FU,786O,DB00351,DB00544,2.32,1
TRETINOIN,DASATINIB,786O,DB00755,DB01254,2.33,1
ABIRATERONE,BLEOMYCIN,786O,DB05812,DB00290,2.33,1
PACLITAXEL,DOCETAXEL,786O,DB01229,DB01248,2.34,1
LAPATINIB,SORAFENIB,786O,DB01259,DB00398,2.37,1
MEGESTROL ACETATE,DACARBAZINE,786O,DB00351,DB00851,2.37,1
DACARBAZINE,QUINACRINE HYDROCHLORIDE,786O,DB00851,DB01103,2.37,1
FLUDARABINE BASE,HYDROXYUREA,786O,DB01073,DB01005,2.38,1
CABAZITAXEL,QUINACRINE HYDROCHLORIDE,786O,DB06772,DB01103,2.38,1
IMATINIB,PRALATREXATE,786O,DB00619,DB06813,2.4,1
LAPATINIB,PRALATREXATE,786O,DB01259,DB06813,2.41,1
METHOTREXATE,THALIDOMIDE,786O,DB00563,DB01041,2.42,1
MEGESTROL ACETATE,SUNITINIB,786O,DB00351,DB01268,2.44,1
MITOXANTRONE,THALIDOMIDE,786O,DB01204,DB01041,2.45,1
CABAZITAXEL,SORAFENIB,786O,DB06772,DB00398,2.46,1
FLUDARABINE BASE,AMIFOSTINE,786O,DB01073,DB01143,2.47,1
VISMODEGIB,MITOTANE,786O,DB08828,DB00648,2.47,1
RUXOLITINIB,NILOTINIB,786O,DB08877,DB04868,2.48,1
TRETINOIN,MERCAPTOPURINE,786O,DB00755,DB01033,2.5,1
DACARBAZINE,METHOTREXATE,786O,DB00851,DB00563,2.51,1
BLEOMYCIN,BORTEZOMIB,786O,DB00290,DB00188,2.51,1
CRIZOTINIB,QUINACRINE HYDROCHLORIDE,786O,DB08865,DB01103,2.52,1
LOMUSTINE,5-FU,786O,DB01206,DB00544,2.52,1
FLUDARABINE BASE,PACLITAXEL,786O,DB01073,DB01229,2.54,1
AMIFOSTINE,BORTEZOMIB,786O,DB01143,DB00188,2.55,1
MITOXANTRONE,SUNITINIB,786O,DB01204,DB01268,2.57,1
CELECOXIB,ALLOPURINOL,786O,DB00482,DB00437,2.58,1
TRETINOIN,ANASTROZOLE,786O,DB00755,DB01217,2.59,1
TRETINOIN,BORTEZOMIB,786O,DB00755,DB00188,2.59,1
CELECOXIB,DASATINIB,786O,DB00482,DB01254,2.6,1
TENIPOSIDE,LAPATINIB,786O,DB00444,DB01259,2.61,1
METHOTREXATE,CELECOXIB,786O,DB00563,DB00482,2.62,1
LOMUSTINE,BLEOMYCIN,786O,DB01206,DB00290,2.63,1
LOMUSTINE,TAMOXIFEN CITRATE,786O,DB01206,DB00675,2.63,1
MEGESTROL ACETATE,TRETINOIN,786O,DB00351,DB00755,2.63,1
CABAZITAXEL,CRIZOTINIB,786O,DB06772,DB08865,2.65,1
IMATINIB,SORAFENIB,786O,DB00619,DB00398,2.66,1
PRALATREXATE,BORTEZOMIB,786O,DB06813,DB00188,2.67,1
TAMOXIFEN CITRATE,DOCETAXEL,786O,DB00675,DB01248,2.74,1
CABAZITAXEL,METHOXSALEN,786O,DB06772,DB00553,2.74,1
TRETINOIN,ZOLEDRONIC ACID,786O,DB00755,DB00399,2.75,1
PACLITAXEL,SUNITINIB,786O,DB01229,DB01268,2.77,1
SUNITINIB,PRALATREXATE,786O,DB01268,DB06813,2.79,1
DACARBAZINE,5-FU,786O,DB00851,DB00544,2.79,1
MITOXANTRONE,IMIQUIMOD,786O,DB01204,DB00724,2.8,1
TAMOXIFEN CITRATE,HYDROXYUREA,786O,DB00675,DB01005,2.81,1
FULVESTRANT,BORTEZOMIB,786O,DB00947,DB00188,2.81,1
MITOXANTRONE,DACARBAZINE,786O,DB01204,DB00851,2.82,1
PRALATREXATE,IXABEPILONE,786O,DB06813,DB04845,2.83,1
RALOXIFENE,SUNITINIB,786O,DB00481,DB01268,2.84,1
CABAZITAXEL,AMIFOSTINE,786O,DB06772,DB01143,2.84,1
PAZOPANIB HYDROCHLORIDE,MITOTANE,786O,DB06589,DB00648,2.85,1
MITOXANTRONE,FLUDARABINE BASE,786O,DB01204,DB01073,2.85,1
METHOTREXATE,ALLOPURINOL,786O,DB00563,DB00437,2.86,1
5-FU,FULVESTRANT,786O,DB00544,DB00947,2.87,1
5-FU,ALLOPURINOL,786O,DB00544,DB00437,2.87,1
RALOXIFENE,CABAZITAXEL,786O,DB00481,DB06772,2.91,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,786O,DB06772,DB00530,2.91,1
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,786O,DB01041,DB00530,2.93,1
MITOXANTRONE,QUINACRINE HYDROCHLORIDE,786O,DB01204,DB01103,2.99,1
FULVESTRANT,SORAFENIB,786O,DB00947,DB00398,3.01,1
GEFITINIB,NILOTINIB,786O,DB00317,DB04868,3.01,1
TRETINOIN,METHOXSALEN,786O,DB00755,DB00553,3.02,1
RALOXIFENE,IMATINIB,786O,DB00481,DB00619,3.03,1
PAZOPANIB HYDROCHLORIDE,TENIPOSIDE,786O,DB06589,DB00444,3.05,1
MITOXANTRONE,HYDROXYUREA,786O,DB01204,DB01005,3.07,1
CRIZOTINIB,HYDROXYUREA,786O,DB08865,DB01005,3.07,1
CELECOXIB,SORAFENIB,786O,DB00482,DB00398,3.1,1
CABAZITAXEL,LETROZOLE,786O,DB06772,DB01006,3.1,1
5-FU,DASATINIB,786O,DB00544,DB01254,3.13,1
TRETINOIN,TOPOTECAN HYDROCHLORIDE,786O,DB00755,DB01030,3.18,1
PEMETREXED,IMIQUIMOD,786O,DB00642,DB00724,3.19,1
VEMURAFENIB,TOPOTECAN HYDROCHLORIDE,786O,DB08881,DB01030,3.2,1
MITOTANE,ANASTROZOLE,786O,DB00648,DB01217,3.23,1
METHOTREXATE,METHOXSALEN,786O,DB00563,DB00553,3.28,1
VISMODEGIB,ARSENIC TRIOXIDE,786O,DB08828,DB01169,3.28,1
PACLITAXEL,PRALATREXATE,786O,DB01229,DB06813,3.32,1
TENIPOSIDE,FULVESTRANT,786O,DB00444,DB00947,3.34,1
FLUDARABINE BASE,METHOXSALEN,786O,DB01073,DB00553,3.37,1
CABAZITAXEL,MEGESTROL ACETATE,786O,DB06772,DB00351,3.42,1
TRETINOIN,HYDROXYUREA,786O,DB00755,DB01005,3.43,1
MITOTANE,METHOTREXATE,786O,DB00648,DB00563,3.44,1
CABAZITAXEL,ANASTROZOLE,786O,DB06772,DB01217,3.44,1
CRIZOTINIB,MITOTANE,786O,DB08865,DB00648,3.46,1
RUXOLITINIB,CYTARABINE HYDROCHLORIDE,786O,DB08877,DB00987,3.46,1
LETROZOLE,FLUDARABINE BASE,786O,DB01006,DB01073,3.47,1
TRETINOIN,ARSENIC TRIOXIDE,786O,DB00755,DB01169,3.54,1
VISMODEGIB,LOMUSTINE,786O,DB08828,DB01206,3.55,1
SORAFENIB,METHOTREXATE,786O,DB00398,DB00563,3.58,1
FULVESTRANT,DOCETAXEL,786O,DB00947,DB01248,3.58,1
FULVESTRANT,METHOTREXATE,786O,DB00947,DB00563,3.58,1
RUXOLITINIB,DOCETAXEL,786O,DB08877,DB01248,3.58,1
TAMOXIFEN CITRATE,DASATINIB,786O,DB00675,DB01254,3.6,1
VANDETANIB,DOCETAXEL,786O,DB05294,DB01248,3.64,1
RALOXIFENE,PACLITAXEL,786O,DB00481,DB01229,3.65,1
5-FU,AMIFOSTINE,786O,DB00544,DB01143,3.67,1
MITOXANTRONE,BLEOMYCIN,786O,DB01204,DB00290,3.72,1
THALIDOMIDE,BORTEZOMIB,786O,DB01041,DB00188,3.74,1
MITOTANE,IXABEPILONE,786O,DB00648,DB04845,3.77,1
AMIFOSTINE,IXABEPILONE,786O,DB01143,DB04845,3.77,1
MITOXANTRONE,DASATINIB,786O,DB01204,DB01254,3.78,1
CELECOXIB,BORTEZOMIB,786O,DB00482,DB00188,3.79,1
LAPATINIB,IXABEPILONE,786O,DB01259,DB04845,3.84,1
METHOTREXATE,TRETINOIN,786O,DB00563,DB00755,3.86,1
TAMOXIFEN CITRATE,MERCAPTOPURINE,786O,DB00675,DB01033,3.87,1
5-FU,QUINACRINE HYDROCHLORIDE,786O,DB00544,DB01103,3.89,1
HYDROXYUREA,ANASTROZOLE,786O,DB01005,DB01217,3.94,1
CABAZITAXEL,IMATINIB,786O,DB06772,DB00619,3.94,1
PACLITAXEL,IXABEPILONE,786O,DB01229,DB04845,3.95,1
ANASTROZOLE,METHOTREXATE,786O,DB01217,DB00563,3.95,1
LETROZOLE,TRETINOIN,786O,DB01006,DB00755,4.01,1
MEGESTROL ACETATE,DASATINIB,786O,DB00351,DB01254,4.03,1
MITOXANTRONE,LETROZOLE,786O,DB01204,DB01006,4.03,1
SUNITINIB,IXABEPILONE,786O,DB01268,DB04845,4.06,1
TENIPOSIDE,MEGESTROL ACETATE,786O,DB00444,DB00351,4.07,1
RUXOLITINIB,QUINACRINE HYDROCHLORIDE,786O,DB08877,DB01103,4.07,1
GEFITINIB,DOCETAXEL,786O,DB00317,DB01248,4.11,1
LETROZOLE,CELECOXIB,786O,DB01006,DB00482,4.12,1
TRETINOIN,THALIDOMIDE,786O,DB00755,DB01041,4.14,1
METHOXSALEN,BORTEZOMIB,786O,DB00553,DB00188,4.19,1
LOMUSTINE,DASATINIB,786O,DB01206,DB01254,4.23,1
DASATINIB,LAPATINIB,786O,DB01254,DB01259,4.23,1
LETROZOLE,SORAFENIB,786O,DB01006,DB00398,4.26,1
SORAFENIB,BORTEZOMIB,786O,DB00398,DB00188,4.32,1
ABIRATERONE,QUINACRINE HYDROCHLORIDE,786O,DB05812,DB01103,4.34,1
VEMURAFENIB,ZOLEDRONIC ACID,786O,DB08881,DB00399,4.34,1
CABAZITAXEL,CYTARABINE HYDROCHLORIDE,786O,DB06772,DB00987,4.35,1
ANASTROZOLE,CARMUSTINE,786O,DB01217,DB00262,4.36,1
CELECOXIB,IXABEPILONE,786O,DB00482,DB04845,4.4,1
LENALIDOMIDE,QUINACRINE HYDROCHLORIDE,786O,DB00480,DB01103,4.41,1
MEGESTROL ACETATE,QUINACRINE HYDROCHLORIDE,786O,DB00351,DB01103,4.41,1
CRIZOTINIB,AMIFOSTINE,786O,DB08865,DB01143,4.52,1
MITOXANTRONE,LAPATINIB,786O,DB01204,DB01259,4.53,1
CABAZITAXEL,VEMURAFENIB,786O,DB06772,DB08881,4.54,1
ZOLEDRONIC ACID,METHOTREXATE,786O,DB00399,DB00563,4.55,1
VANDETANIB,MITOTANE,786O,DB05294,DB00648,4.58,1
MITOXANTRONE,AZACYTIDINE,786O,DB01204,DB00928,4.63,1
SUNITINIB,SORAFENIB,786O,DB01268,DB00398,4.71,1
DEXRAZOXANE,MEGESTROL ACETATE,786O,DB00380,DB00351,4.76,1
NILOTINIB,IXABEPILONE,786O,DB04868,DB04845,4.78,1
FLUDARABINE BASE,MERCAPTOPURINE,786O,DB01073,DB01033,4.79,1
VEMURAFENIB,TENIPOSIDE,786O,DB08881,DB00444,4.79,1
RALOXIFENE,MITOXANTRONE,786O,DB00481,DB01204,4.8,1
FLUDARABINE BASE,ERLOTINIB HYDROCHLORIDE,786O,DB01073,DB00530,4.85,1
NILOTINIB,SUNITINIB,786O,DB04868,DB01268,4.87,1
SUNITINIB,CARMUSTINE,786O,DB01268,DB00262,4.87,1
VANDETANIB,LOMUSTINE,786O,DB05294,DB01206,4.88,1
PAZOPANIB HYDROCHLORIDE,LOMUSTINE,786O,DB06589,DB01206,4.88,1
SUNITINIB,HYDROXYUREA,786O,DB01268,DB01005,4.9,1
CABAZITAXEL,LOMUSTINE,786O,DB06772,DB01206,4.92,1
LOMUSTINE,THALIDOMIDE,786O,DB01206,DB01041,4.95,1
CYTARABINE HYDROCHLORIDE,HYDROXYUREA,786O,DB00987,DB01005,4.96,1
CABAZITAXEL,LENALIDOMIDE,786O,DB06772,DB00480,4.97,1
MITOXANTRONE,IMATINIB,786O,DB01204,DB00619,4.98,1
CELECOXIB,DOCETAXEL,786O,DB00482,DB01248,5.02,1
ALLOPURINOL,BORTEZOMIB,786O,DB00437,DB00188,5.02,1
PAZOPANIB HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,786O,DB06589,DB01103,5.04,1
FLUDARABINE BASE,MITOTANE,786O,DB01073,DB00648,5.05,1
MITOTANE,THALIDOMIDE,786O,DB00648,DB01041,5.07,1
SUNITINIB,IMIQUIMOD,786O,DB01268,DB00724,5.11,1
CABAZITAXEL,TOPOTECAN HYDROCHLORIDE,786O,DB06772,DB01030,5.14,1
CELECOXIB,BLEOMYCIN,786O,DB00482,DB00290,5.17,1
MITOXANTRONE,CELECOXIB,786O,DB01204,DB00482,5.18,1
RUXOLITINIB,GEFITINIB,786O,DB08877,DB00317,5.19,1
IMATINIB,DASATINIB,786O,DB00619,DB01254,5.2,1
VISMODEGIB,TENIPOSIDE,786O,DB08828,DB00444,5.2,1
CABAZITAXEL,BORTEZOMIB,786O,DB06772,DB00188,5.24,1
MITOXANTRONE,ALLOPURINOL,786O,DB01204,DB00437,5.26,1
GEFITINIB,QUINACRINE HYDROCHLORIDE,786O,DB00317,DB01103,5.27,1
VISMODEGIB,GEFITINIB,786O,DB08828,DB00317,5.28,1
VEMURAFENIB,MITOTANE,786O,DB08881,DB00648,5.29,1
CRIZOTINIB,DOCETAXEL,786O,DB08865,DB01248,5.3,1
SUNITINIB,BORTEZOMIB,786O,DB01268,DB00188,5.31,1
CARMUSTINE,IXABEPILONE,786O,DB00262,DB04845,5.34,1
CABAZITAXEL,MITOTANE,786O,DB06772,DB00648,5.45,1
CRIZOTINIB,THALIDOMIDE,786O,DB08865,DB01041,5.45,1
DOCETAXEL,LAPATINIB,786O,DB01248,DB01259,5.47,1
ABIRATERONE,LOMUSTINE,786O,DB05812,DB01206,5.49,1
CABAZITAXEL,IXABEPILONE,786O,DB06772,DB04845,5.51,1
CABAZITAXEL,THALIDOMIDE,786O,DB06772,DB01041,5.53,1
THALIDOMIDE,IXABEPILONE,786O,DB01041,DB04845,5.6,1
METHOXSALEN,IXABEPILONE,786O,DB00553,DB04845,5.61,1
DEXRAZOXANE,LOMUSTINE,786O,DB00380,DB01206,5.61,1
DOCETAXEL,MERCAPTOPURINE,786O,DB01248,DB01033,5.63,1
LETROZOLE,DASATINIB,786O,DB01006,DB01254,5.66,1
CABAZITAXEL,VANDETANIB,786O,DB06772,DB05294,5.66,1
MITOXANTRONE,MITOTANE,786O,DB01204,DB00648,5.67,1
RALOXIFENE,GEFITINIB,786O,DB00481,DB00317,5.73,1
VISMODEGIB,QUINACRINE HYDROCHLORIDE,786O,DB08828,DB01103,5.83,1
CABAZITAXEL,ALLOPURINOL,786O,DB06772,DB00437,5.84,1
RUXOLITINIB,PACLITAXEL,786O,DB08877,DB01229,5.86,1
DAUNORUBICIN HYDROCHLORIDE,5-FU,786O,DB00694,DB00544,5.86,1
DACARBAZINE,METHOXSALEN,786O,DB00851,DB00553,5.96,1
SORAFENIB,MITOTANE,786O,DB00398,DB00648,6.02,1
TRETINOIN,DOCETAXEL,786O,DB00755,DB01248,6.06,1
CABAZITAXEL,CARMUSTINE,786O,DB06772,DB00262,6.14,1
MEGESTROL ACETATE,VEMURAFENIB,786O,DB00351,DB08881,6.21,1
VANDETANIB,GEFITINIB,786O,DB05294,DB00317,6.22,1
LETROZOLE,ZOLEDRONIC ACID,786O,DB01006,DB00399,6.23,1
VANDETANIB,QUINACRINE HYDROCHLORIDE,786O,DB05294,DB01103,6.34,1
CABAZITAXEL,VISMODEGIB,786O,DB06772,DB08828,6.43,1
NILOTINIB,SORAFENIB,786O,DB04868,DB00398,6.48,1
PAZOPANIB HYDROCHLORIDE,ARSENIC TRIOXIDE,786O,DB06589,DB01169,6.54,1
CABAZITAXEL,RUXOLITINIB,786O,DB06772,DB08877,6.62,1
HYDROXYUREA,METHOTREXATE,786O,DB01005,DB00563,6.63,1
NILOTINIB,DASATINIB,786O,DB04868,DB01254,6.64,1
CRIZOTINIB,PACLITAXEL,786O,DB08865,DB01229,6.65,1
RUXOLITINIB,TENIPOSIDE,786O,DB08877,DB00444,6.71,1
THALIDOMIDE,METHOXSALEN,786O,DB01041,DB00553,6.74,1
VEMURAFENIB,LOMUSTINE,786O,DB08881,DB01206,6.76,1
IMIQUIMOD,IXABEPILONE,786O,DB00724,DB04845,6.84,1
FULVESTRANT,IXABEPILONE,786O,DB00947,DB04845,6.94,1
CRIZOTINIB,LOMUSTINE,786O,DB08865,DB01206,6.97,1
CELECOXIB,PACLITAXEL,786O,DB00482,DB01229,7.04,1
ABIRATERONE,TENIPOSIDE,786O,DB05812,DB00444,7.04,1
VEMURAFENIB,CABAZITAXEL,786O,DB08881,DB06772,7.13,1
MEGESTROL ACETATE,METHOXSALEN,786O,DB00351,DB00553,7.19,1
VISMODEGIB,THALIDOMIDE,786O,DB08828,DB01041,7.29,1
VEMURAFENIB,PACLITAXEL,786O,DB08881,DB01229,7.34,1
RUXOLITINIB,LOMUSTINE,786O,DB08877,DB01206,7.43,1
VANDETANIB,PACLITAXEL,786O,DB05294,DB01229,7.44,1
CABAZITAXEL,RALOXIFENE,786O,DB06772,DB00481,7.49,1
VANDETANIB,CABAZITAXEL,786O,DB05294,DB06772,7.56,1
RUXOLITINIB,CABAZITAXEL,786O,DB08877,DB06772,7.56,1
MITOXANTRONE,MEGESTROL ACETATE,786O,DB01204,DB00351,7.58,1
LENALIDOMIDE,HYDROXYUREA,786O,DB00480,DB01005,7.87,1
IMATINIB,IXABEPILONE,786O,DB00619,DB04845,7.88,1
FLUDARABINE BASE,DASATINIB,786O,DB01073,DB01254,7.89,1
CABAZITAXEL,LAPATINIB,786O,DB06772,DB01259,7.9,1
VANDETANIB,TENIPOSIDE,786O,DB05294,DB00444,7.92,1
TENIPOSIDE,HYDROXYUREA,786O,DB00444,DB01005,8.02,1
HYDROXYUREA,SORAFENIB,786O,DB01005,DB00398,8.12,1
CABAZITAXEL,DAUNORUBICIN HYDROCHLORIDE,786O,DB06772,DB00694,8.27,1
LETROZOLE,PRALATREXATE,786O,DB01006,DB06813,8.28,1
GEFITINIB,DAUNORUBICIN HYDROCHLORIDE,786O,DB00317,DB00694,8.45,1
CABAZITAXEL,BLEOMYCIN,786O,DB06772,DB00290,8.55,1
IMATINIB,PACLITAXEL,786O,DB00619,DB01229,8.64,1
CABAZITAXEL,PACLITAXEL,786O,DB06772,DB01229,8.66,1
GEFITINIB,MITOXANTRONE,786O,DB00317,DB01204,8.66,1
SORAFENIB,IXABEPILONE,786O,DB00398,DB04845,8.83,1
CABAZITAXEL,HYDROXYUREA,786O,DB06772,DB01005,8.83,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,786O,DB00694,DB00675,8.84,1
AZACYTIDINE,PRALATREXATE,786O,DB00928,DB06813,9.28,1
VISMODEGIB,AMIFOSTINE,786O,DB08828,DB01143,9.48,1
DOCETAXEL,SORAFENIB,786O,DB01248,DB00398,9.51,1
HYDROXYUREA,IXABEPILONE,786O,DB01005,DB04845,9.52,1
TAMOXIFEN CITRATE,BORTEZOMIB,786O,DB00675,DB00188,9.53,1
VEMURAFENIB,DOCETAXEL,786O,DB08881,DB01248,9.56,1
PACLITAXEL,SORAFENIB,786O,DB01229,DB00398,9.62,1
FLUDARABINE BASE,THALIDOMIDE,786O,DB01073,DB01041,9.83,1
CRIZOTINIB,GEFITINIB,786O,DB08865,DB00317,9.95,1
MITOXANTRONE,DAUNORUBICIN HYDROCHLORIDE,786O,DB01204,DB00694,9.98,1
BLEOMYCIN,MITOTANE,786O,DB00290,DB00648,10.16,1
IMATINIB,DOCETAXEL,786O,DB00619,DB01248,10.23,1
PACLITAXEL,AMIFOSTINE,786O,DB01229,DB01143,10.23,1
CRIZOTINIB,TENIPOSIDE,786O,DB08865,DB00444,10.23,1
VEMURAFENIB,QUINACRINE HYDROCHLORIDE,786O,DB08881,DB01103,10.29,1
PAZOPANIB HYDROCHLORIDE,DOCETAXEL,786O,DB06589,DB01248,10.32,1
TRETINOIN,PACLITAXEL,786O,DB00755,DB01229,10.5,1
VISMODEGIB,DOCETAXEL,786O,DB08828,DB01248,10.53,1
TENIPOSIDE,TAMOXIFEN CITRATE,786O,DB00444,DB00675,10.57,1
MITOXANTRONE,TAMOXIFEN CITRATE,786O,DB01204,DB00675,10.66,1
TRETINOIN,IXABEPILONE,786O,DB00755,DB04845,10.7,1
CABAZITAXEL,GEFITINIB,786O,DB06772,DB00317,10.77,1
ABIRATERONE,DAUNORUBICIN HYDROCHLORIDE,786O,DB05812,DB00694,10.88,1
TENIPOSIDE,DASATINIB,786O,DB00444,DB01254,10.96,1
DACARBAZINE,AMIFOSTINE,786O,DB00851,DB01143,10.98,1
TAMOXIFEN CITRATE,IXABEPILONE,786O,DB00675,DB04845,11.1,1
ABIRATERONE,DOCETAXEL,786O,DB05812,DB01248,11.16,1
VANDETANIB,PAZOPANIB HYDROCHLORIDE,786O,DB05294,DB06589,11.16,1
DAUNORUBICIN HYDROCHLORIDE,MEGESTROL ACETATE,786O,DB00694,DB00351,11.61,1
RUXOLITINIB,DAUNORUBICIN HYDROCHLORIDE,786O,DB08877,DB00694,11.72,1
RUXOLITINIB,MITOXANTRONE,786O,DB08877,DB01204,11.85,1
PAZOPANIB HYDROCHLORIDE,MITOXANTRONE,786O,DB06589,DB01204,12.17,1
VISMODEGIB,CABAZITAXEL,786O,DB08828,DB06772,12.33,1
ABIRATERONE,MITOXANTRONE,786O,DB05812,DB01204,12.39,1
ABIRATERONE,PACLITAXEL,786O,DB05812,DB01229,12.48,1
VISMODEGIB,PACLITAXEL,786O,DB08828,DB01229,12.56,1
CABAZITAXEL,CELECOXIB,786O,DB06772,DB00482,12.61,1
VEMURAFENIB,GEFITINIB,786O,DB08881,DB00317,12.62,1
VANDETANIB,MITOXANTRONE,786O,DB05294,DB01204,12.81,1
CABAZITAXEL,FLUDARABINE BASE,786O,DB06772,DB01073,13.01,1
VISMODEGIB,MITOXANTRONE,786O,DB08828,DB01204,13.02,1
DASATINIB,MERCAPTOPURINE,786O,DB01254,DB01033,13.46,1
VEMURAFENIB,MITOXANTRONE,786O,DB08881,DB01204,13.62,1
